,id,year,month,day,tmax,tmin
0,MX17004,2010,1,d1,,
1,MX17004,2010,1,d10,,
2,MX17004,2010,1,d11,,
3,MX17004,2010,1,d12,,
4,MX17004,2010,1,d13,,
5,MX17004,2010,1,d14,,
6,MX17004,2010,1,d15,,
7,MX17004,2010,1,d16,,
8,MX17004,2010,1,d17,,
9,MX17004,2010,1,d18,,
10,MX17004,2010,1,d19,,
11,MX17004,2010,1,d2,,
12,MX17004,2010,1,d20,,
13,MX17004,2010,1,d21,,
14,MX17004,2010,1,d22,,
15,MX17004,2010,1,d23,,
16,MX17004,2010,1,d24,,
17,MX17004,2010,1,d25,,
18,MX17004,2010,1,d26,,
19,MX17004,2010,1,d27,,
20,MX17004,2010,1,d28,,
21,MX17004,2010,1,d29,,
22,MX17004,2010,1,d3,,
23,MX17004,2010,1,d30,27.8,14.5
24,MX17004,2010,1,d31,,
25,MX17004,2010,1,d4,,
26,MX17004,2010,1,d5,,
27,MX17004,2010,1,d6,,
28,MX17004,2010,1,d7,,
29,MX17004,2010,1,d8,,
30,MX17004,2010,1,d9,,
31,MX17004,2010,2,d1,,
32,MX17004,2010,2,d10,,
33,MX17004,2010,2,d11,29.7,13.4
34,MX17004,2010,2,d12,,
35,MX17004,2010,2,d13,,
36,MX17004,2010,2,d14,,
37,MX17004,2010,2,d15,,
38,MX17004,2010,2,d16,,
39,MX17004,2010,2,d17,,
40,MX17004,2010,2,d18,,
41,MX17004,2010,2,d19,,
42,MX17004,2010,2,d2,27.3,14.4
43,MX17004,2010,2,d20,,
44,MX17004,2010,2,d21,,
45,MX17004,2010,2,d22,,
46,MX17004,2010,2,d23,29.9,10.7
47,MX17004,2010,2,d24,,
48,MX17004,2010,2,d25,,
49,MX17004,2010,2,d26,,
50,MX17004,2010,2,d27,,
51,MX17004,2010,2,d28,,
52,MX17004,2010,2,d29,,
53,MX17004,2010,2,d3,24.1,14.4
54,MX17004,2010,2,d30,,
55,MX17004,2010,2,d31,,
56,MX17004,2010,2,d4,,
57,MX17004,2010,2,d5,,
58,MX17004,2010,2,d6,,
59,MX17004,2010,2,d7,,
60,MX17004,2010,2,d8,,
61,MX17004,2010,2,d9,,
62,MX17004,2010,3,d1,,
63,MX17004,2010,3,d10,34.5,16.8
64,MX17004,2010,3,d11,,
65,MX17004,2010,3,d12,,
66,MX17004,2010,3,d13,,
67,MX17004,2010,3,d14,,
68,MX17004,2010,3,d15,,
69,MX17004,2010,3,d16,31.1,17.6
70,MX17004,2010,3,d17,,
71,MX17004,2010,3,d18,,
72,MX17004,2010,3,d19,,
73,MX17004,2010,3,d2,,
74,MX17004,2010,3,d20,,
75,MX17004,2010,3,d21,,
76,MX17004,2010,3,d22,,
77,MX17004,2010,3,d23,,
78,MX17004,2010,3,d24,,
79,MX17004,2010,3,d25,,
80,MX17004,2010,3,d26,,
81,MX17004,2010,3,d27,,
82,MX17004,2010,3,d28,,
83,MX17004,2010,3,d29,,
84,MX17004,2010,3,d3,,
85,MX17004,2010,3,d30,,
86,MX17004,2010,3,d31,,
87,MX17004,2010,3,d4,,
88,MX17004,2010,3,d5,32.1,14.2
89,MX17004,2010,3,d6,,
90,MX17004,2010,3,d7,,
91,MX17004,2010,3,d8,,
92,MX17004,2010,3,d9,,
93,MX17004,2010,4,d1,,
94,MX17004,2010,4,d10,,
95,MX17004,2010,4,d11,,
96,MX17004,2010,4,d12,,
97,MX17004,2010,4,d13,,
98,MX17004,2010,4,d14,,
99,MX17004,2010,4,d15,,
100,MX17004,2010,4,d16,,
101,MX17004,2010,4,d17,,
102,MX17004,2010,4,d18,,
103,MX17004,2010,4,d19,,
104,MX17004,2010,4,d2,,
105,MX17004,2010,4,d20,,
106,MX17004,2010,4,d21,,
107,MX17004,2010,4,d22,,
108,MX17004,2010,4,d23,,
109,MX17004,2010,4,d24,,
110,MX17004,2010,4,d25,,
111,MX17004,2010,4,d26,,
112,MX17004,2010,4,d27,36.3,16.7
113,MX17004,2010,4,d28,,
114,MX17004,2010,4,d29,,
115,MX17004,2010,4,d3,,
116,MX17004,2010,4,d30,,
117,MX17004,2010,4,d31,,
118,MX17004,2010,4,d4,,
119,MX17004,2010,4,d5,,
120,MX17004,2010,4,d6,,
121,MX17004,2010,4,d7,,
122,MX17004,2010,4,d8,,
123,MX17004,2010,4,d9,,
124,MX17004,2010,5,d1,,
125,MX17004,2010,5,d10,,
126,MX17004,2010,5,d11,,
127,MX17004,2010,5,d12,,
128,MX17004,2010,5,d13,,
129,MX17004,2010,5,d14,,
130,MX17004,2010,5,d15,,
131,MX17004,2010,5,d16,,
132,MX17004,2010,5,d17,,
133,MX17004,2010,5,d18,,
134,MX17004,2010,5,d19,,
135,MX17004,2010,5,d2,,
136,MX17004,2010,5,d20,,
137,MX17004,2010,5,d21,,
138,MX17004,2010,5,d22,,
139,MX17004,2010,5,d23,,
140,MX17004,2010,5,d24,,
141,MX17004,2010,5,d25,,
142,MX17004,2010,5,d26,,
143,MX17004,2010,5,d27,33.2,18.2
144,MX17004,2010,5,d28,,
145,MX17004,2010,5,d29,,
146,MX17004,2010,5,d3,,
147,MX17004,2010,5,d30,,
148,MX17004,2010,5,d31,,
149,MX17004,2010,5,d4,,
150,MX17004,2010,5,d5,,
151,MX17004,2010,5,d6,,
152,MX17004,2010,5,d7,,
153,MX17004,2010,5,d8,,
154,MX17004,2010,5,d9,,
155,MX17004,2010,6,d1,,
156,MX17004,2010,6,d10,,
157,MX17004,2010,6,d11,,
158,MX17004,2010,6,d12,,
159,MX17004,2010,6,d13,,
160,MX17004,2010,6,d14,,
161,MX17004,2010,6,d15,,
162,MX17004,2010,6,d16,,
163,MX17004,2010,6,d17,28.0,17.5
164,MX17004,2010,6,d18,,
165,MX17004,2010,6,d19,,
166,MX17004,2010,6,d2,,
167,MX17004,2010,6,d20,,
168,MX17004,2010,6,d21,,
169,MX17004,2010,6,d22,,
170,MX17004,2010,6,d23,,
171,MX17004,2010,6,d24,,
172,MX17004,2010,6,d25,,
173,MX17004,2010,6,d26,,
174,MX17004,2010,6,d27,,
175,MX17004,2010,6,d28,,
176,MX17004,2010,6,d29,30.1,18.0
177,MX17004,2010,6,d3,,
178,MX17004,2010,6,d30,,
179,MX17004,2010,6,d31,,
180,MX17004,2010,6,d4,,
181,MX17004,2010,6,d5,,
182,MX17004,2010,6,d6,,
183,MX17004,2010,6,d7,,
184,MX17004,2010,6,d8,,
185,MX17004,2010,6,d9,,
186,MX17004,2010,7,d1,,
187,MX17004,2010,7,d10,,
188,MX17004,2010,7,d11,,
189,MX17004,2010,7,d12,,
190,MX17004,2010,7,d13,,
191,MX17004,2010,7,d14,29.9,16.5
192,MX17004,2010,7,d15,,
193,MX17004,2010,7,d16,,
194,MX17004,2010,7,d17,,
195,MX17004,2010,7,d18,,
196,MX17004,2010,7,d19,,
197,MX17004,2010,7,d2,,
198,MX17004,2010,7,d20,,
199,MX17004,2010,7,d21,,
200,MX17004,2010,7,d22,,
201,MX17004,2010,7,d23,,
202,MX17004,2010,7,d24,,
203,MX17004,2010,7,d25,,
204,MX17004,2010,7,d26,,
205,MX17004,2010,7,d27,,
206,MX17004,2010,7,d28,,
207,MX17004,2010,7,d29,,
208,MX17004,2010,7,d3,28.6,17.5
209,MX17004,2010,7,d30,,
210,MX17004,2010,7,d31,,
211,MX17004,2010,7,d4,,
212,MX17004,2010,7,d5,,
213,MX17004,2010,7,d6,,
214,MX17004,2010,7,d7,,
215,MX17004,2010,7,d8,,
216,MX17004,2010,7,d9,,
217,MX17004,2010,8,d1,,
218,MX17004,2010,8,d10,,
219,MX17004,2010,8,d11,,
220,MX17004,2010,8,d12,,
221,MX17004,2010,8,d13,29.8,16.5
222,MX17004,2010,8,d14,,
223,MX17004,2010,8,d15,,
224,MX17004,2010,8,d16,,
225,MX17004,2010,8,d17,,
226,MX17004,2010,8,d18,,
227,MX17004,2010,8,d19,,
228,MX17004,2010,8,d2,,
229,MX17004,2010,8,d20,,
230,MX17004,2010,8,d21,,
231,MX17004,2010,8,d22,,
232,MX17004,2010,8,d23,26.4,15.0
233,MX17004,2010,8,d24,,
234,MX17004,2010,8,d25,29.7,15.6
235,MX17004,2010,8,d26,,
236,MX17004,2010,8,d27,,
237,MX17004,2010,8,d28,,
238,MX17004,2010,8,d29,28.0,15.3
239,MX17004,2010,8,d3,,
240,MX17004,2010,8,d30,,
241,MX17004,2010,8,d31,25.4,15.4
242,MX17004,2010,8,d4,,
243,MX17004,2010,8,d5,29.6,15.8
244,MX17004,2010,8,d6,,
245,MX17004,2010,8,d7,,
246,MX17004,2010,8,d8,29.0,17.3
247,MX17004,2010,8,d9,,
248,MX17004,2010,10,d1,,
249,MX17004,2010,10,d10,,
250,MX17004,2010,10,d11,,
251,MX17004,2010,10,d12,,
252,MX17004,2010,10,d13,,
253,MX17004,2010,10,d14,29.5,13.0
254,MX17004,2010,10,d15,28.7,10.5
255,MX17004,2010,10,d16,,
256,MX17004,2010,10,d17,,
257,MX17004,2010,10,d18,,
258,MX17004,2010,10,d19,,
259,MX17004,2010,10,d2,,
260,MX17004,2010,10,d20,,
261,MX17004,2010,10,d21,,
262,MX17004,2010,10,d22,,
263,MX17004,2010,10,d23,,
264,MX17004,2010,10,d24,,
265,MX17004,2010,10,d25,,
266,MX17004,2010,10,d26,,
267,MX17004,2010,10,d27,,
268,MX17004,2010,10,d28,31.2,15.0
269,MX17004,2010,10,d29,,
270,MX17004,2010,10,d3,,
271,MX17004,2010,10,d30,,
272,MX17004,2010,10,d31,,
273,MX17004,2010,10,d4,,
274,MX17004,2010,10,d5,27.0,14.0
275,MX17004,2010,10,d6,,
276,MX17004,2010,10,d7,28.1,12.9
277,MX17004,2010,10,d8,,
278,MX17004,2010,10,d9,,
279,MX17004,2010,11,d1,,
280,MX17004,2010,11,d10,,
281,MX17004,2010,11,d11,,
282,MX17004,2010,11,d12,,
283,MX17004,2010,11,d13,,
284,MX17004,2010,11,d14,,
285,MX17004,2010,11,d15,,
286,MX17004,2010,11,d16,,
287,MX17004,2010,11,d17,,
288,MX17004,2010,11,d18,,
289,MX17004,2010,11,d19,,
290,MX17004,2010,11,d2,31.3,16.3
291,MX17004,2010,11,d20,,
292,MX17004,2010,11,d21,,
293,MX17004,2010,11,d22,,
294,MX17004,2010,11,d23,,
295,MX17004,2010,11,d24,,
296,MX17004,2010,11,d25,,
297,MX17004,2010,11,d26,28.1,12.1
298,MX17004,2010,11,d27,27.7,14.2
299,MX17004,2010,11,d28,,
300,MX17004,2010,11,d29,,
301,MX17004,2010,11,d3,,
302,MX17004,2010,11,d30,,
303,MX17004,2010,11,d31,,
304,MX17004,2010,11,d4,27.2,12.0
305,MX17004,2010,11,d5,26.3,7.9
306,MX17004,2010,11,d6,,
307,MX17004,2010,11,d7,,
308,MX17004,2010,11,d8,,
309,MX17004,2010,11,d9,,
310,MX17004,2010,12,d1,29.9,13.8
311,MX17004,2010,12,d10,,
312,MX17004,2010,12,d11,,
313,MX17004,2010,12,d12,,
314,MX17004,2010,12,d13,,
315,MX17004,2010,12,d14,,
316,MX17004,2010,12,d15,,
317,MX17004,2010,12,d16,,
318,MX17004,2010,12,d17,,
319,MX17004,2010,12,d18,,
320,MX17004,2010,12,d19,,
321,MX17004,2010,12,d2,,
322,MX17004,2010,12,d20,,
323,MX17004,2010,12,d21,,
324,MX17004,2010,12,d22,,
325,MX17004,2010,12,d23,,
326,MX17004,2010,12,d24,,
327,MX17004,2010,12,d25,,
328,MX17004,2010,12,d26,,
329,MX17004,2010,12,d27,,
330,MX17004,2010,12,d28,,
331,MX17004,2010,12,d29,,
332,MX17004,2010,12,d3,,
333,MX17004,2010,12,d30,,
334,MX17004,2010,12,d31,,
335,MX17004,2010,12,d4,,
336,MX17004,2010,12,d5,,
337,MX17004,2010,12,d6,27.8,10.5
338,MX17004,2010,12,d7,,
339,MX17004,2010,12,d8,,
340,MX17004,2010,12,d9,,
